,Temperature (K),Electrical Conductivity (S/cm),Seebeck Coefficient (µV/K),zT,Total Thermal Conductivity (W/mK),HOMO_energy,LUMO_energy,gap_AO,band center,Li,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Au,Hg,Tl,Pb,Bi,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega
11,500,817.91,-193.57,0.99559,1.63,-0.226594,-0.226594,0,4.61077687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001246883,0.012468828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486284289,0,30,82,52,66.29925187,15.27005429,52,69,90,21,85.39775561,4.602244389,90,65.38,207.2,141.82,165.50899,40.54736631,127.6,302.91,722.66,419.75,658.0378304,64.70855903,722.66,12,16,4,14.98503741,1.014962594,16,4,6,2,5.472568579,0.512963228,5,122,146,24,141.6708229,4.210421577,138,1.65,2.33,0.68,2.207668329,0.118975939,2.1,2,0,2,0,2,0,4,4,2.985037406,1.014962594,4,10,10,0,10,0,10,14,14,6.80798005,6.99473262,0,12,28,16,21.79301746,6.03671619,16,0,0,0,0,0,0,5,5,3.007481297,1.01498125,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.007481297,1.01498125,2,13.96,34.76333333,20.80333333,31.30365544,3.459677889,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.4538653,37.50757769,152,4,0.6975883,0.621441977,0.566690522,0.544788509,0.528995244,0,2,2.985037406,10,6.80798005,0.091772514,0.136972194,0.45886257,0.312392722,4158855.716
12,550,656.82,-209.92,1.1692,1.47,-0.226594,-0.226594,0,4.61077687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001246883,0.012468828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486284289,0,30,82,52,66.29925187,15.27005429,52,69,90,21,85.39775561,4.602244389,90,65.38,207.2,141.82,165.50899,40.54736631,127.6,302.91,722.66,419.75,658.0378304,64.70855903,722.66,12,16,4,14.98503741,1.014962594,16,4,6,2,5.472568579,0.512963228,5,122,146,24,141.6708229,4.210421577,138,1.65,2.33,0.68,2.207668329,0.118975939,2.1,2,0,2,0,2,0,4,4,2.985037406,1.014962594,4,10,10,0,10,0,10,14,14,6.80798005,6.99473262,0,12,28,16,21.79301746,6.03671619,16,0,0,0,0,0,0,5,5,3.007481297,1.01498125,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.007481297,1.01498125,2,13.96,34.76333333,20.80333333,31.30365544,3.459677889,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.4538653,37.50757769,152,4,0.6975883,0.621441977,0.566690522,0.544788509,0.528995244,0,2,2.985037406,10,6.80798005,0.091772514,0.136972194,0.45886257,0.312392722,4158855.716
13,600,536,-223.19,1.3105,1.33,-0.226594,-0.226594,0,4.61077687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001246883,0.012468828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486284289,0,30,82,52,66.29925187,15.27005429,52,69,90,21,85.39775561,4.602244389,90,65.38,207.2,141.82,165.50899,40.54736631,127.6,302.91,722.66,419.75,658.0378304,64.70855903,722.66,12,16,4,14.98503741,1.014962594,16,4,6,2,5.472568579,0.512963228,5,122,146,24,141.6708229,4.210421577,138,1.65,2.33,0.68,2.207668329,0.118975939,2.1,2,0,2,0,2,0,4,4,2.985037406,1.014962594,4,10,10,0,10,0,10,14,14,6.80798005,6.99473262,0,12,28,16,21.79301746,6.03671619,16,0,0,0,0,0,0,5,5,3.007481297,1.01498125,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.007481297,1.01498125,2,13.96,34.76333333,20.80333333,31.30365544,3.459677889,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.4538653,37.50757769,152,4,0.6975883,0.621441977,0.566690522,0.544788509,0.528995244,0,2,2.985037406,10,6.80798005,0.091772514,0.136972194,0.45886257,0.312392722,4158855.716
14,850,258.7937059,-263.29,1.3558,1.15,-0.226594,-0.226594,0,4.61077687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001246883,0.012468828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486284289,0,30,82,52,66.29925187,15.27005429,52,69,90,21,85.39775561,4.602244389,90,65.38,207.2,141.82,165.50899,40.54736631,127.6,302.91,722.66,419.75,658.0378304,64.70855903,722.66,12,16,4,14.98503741,1.014962594,16,4,6,2,5.472568579,0.512963228,5,122,146,24,141.6708229,4.210421577,138,1.65,2.33,0.68,2.207668329,0.118975939,2.1,2,0,2,0,2,0,4,4,2.985037406,1.014962594,4,10,10,0,10,0,10,14,14,6.80798005,6.99473262,0,12,28,16,21.79301746,6.03671619,16,0,0,0,0,0,0,5,5,3.007481297,1.01498125,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.007481297,1.01498125,2,13.96,34.76333333,20.80333333,31.30365544,3.459677889,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.4538653,37.50757769,152,4,0.6975883,0.621441977,0.566690522,0.544788509,0.528995244,0,2,2.985037406,10,6.80798005,0.091772514,0.136972194,0.45886257,0.312392722,4158855.716
15,300,2923.11,-98.60284763,0.25784,3.22,-0.226594,-0.226594,0,4.611885393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487562,0.012437811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485074627,0,30,82,52,66.23631841,15.29312393,52,69,90,21,85.38308458,4.616915423,90,65.38,207.2,141.82,165.337301,40.6130662,127.6,302.91,722.66,419.75,658.1612935,64.67044133,722.66,12,16,4,14.98258706,1.017412935,16,4,6,2,5.470149254,0.514034306,5,122,146,24,141.641791,4.228113166,138,1.65,2.33,0.68,2.206840796,0.11948281,2.1,2,0,2,0,2,0,4,4,2.982587065,1.017412935,4,10,10,0,10,0,10,14,14,6.791044776,6.993762531,0,12,28,16,21.77363184,6.040506423,16,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,13.96,34.76333333,20.80333333,31.28638682,3.476946517,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.420398,37.46568154,152,4,0.696748363,0.620702235,0.566036363,0.544179176,0.528431821,0,2,2.982587065,10,6.791044776,0.091854221,0.136981606,0.459271107,0.311893065,4196897.423
16,350,2370.27,-109.85,0.39835,2.69,-0.226594,-0.226594,0,4.611885393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487562,0.012437811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485074627,0,30,82,52,66.23631841,15.29312393,52,69,90,21,85.38308458,4.616915423,90,65.38,207.2,141.82,165.337301,40.6130662,127.6,302.91,722.66,419.75,658.1612935,64.67044133,722.66,12,16,4,14.98258706,1.017412935,16,4,6,2,5.470149254,0.514034306,5,122,146,24,141.641791,4.228113166,138,1.65,2.33,0.68,2.206840796,0.11948281,2.1,2,0,2,0,2,0,4,4,2.982587065,1.017412935,4,10,10,0,10,0,10,14,14,6.791044776,6.993762531,0,12,28,16,21.77363184,6.040506423,16,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,13.96,34.76333333,20.80333333,31.28638682,3.476946517,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.420398,37.46568154,152,4,0.696748363,0.620702235,0.566036363,0.544179176,0.528431821,0,2,2.982587065,10,6.791044776,0.091854221,0.136981606,0.459271107,0.311893065,4196897.423
17,400,1828.41,-129.07,0.54877,2.31,-0.226594,-0.226594,0,4.611885393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487562,0.012437811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485074627,0,30,82,52,66.23631841,15.29312393,52,69,90,21,85.38308458,4.616915423,90,65.38,207.2,141.82,165.337301,40.6130662,127.6,302.91,722.66,419.75,658.1612935,64.67044133,722.66,12,16,4,14.98258706,1.017412935,16,4,6,2,5.470149254,0.514034306,5,122,146,24,141.641791,4.228113166,138,1.65,2.33,0.68,2.206840796,0.11948281,2.1,2,0,2,0,2,0,4,4,2.982587065,1.017412935,4,10,10,0,10,0,10,14,14,6.791044776,6.993762531,0,12,28,16,21.77363184,6.040506423,16,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,13.96,34.76333333,20.80333333,31.28638682,3.476946517,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.420398,37.46568154,152,4,0.696748363,0.620702235,0.566036363,0.544179176,0.528431821,0,2,2.982587065,10,6.791044776,0.091854221,0.136981606,0.459271107,0.311893065,4196897.423
18,450,1414.69,-146.62,0.72126,1.99,-0.226594,-0.226594,0,4.611885393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487562,0.012437811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485074627,0,30,82,52,66.23631841,15.29312393,52,69,90,21,85.38308458,4.616915423,90,65.38,207.2,141.82,165.337301,40.6130662,127.6,302.91,722.66,419.75,658.1612935,64.67044133,722.66,12,16,4,14.98258706,1.017412935,16,4,6,2,5.470149254,0.514034306,5,122,146,24,141.641791,4.228113166,138,1.65,2.33,0.68,2.206840796,0.11948281,2.1,2,0,2,0,2,0,4,4,2.982587065,1.017412935,4,10,10,0,10,0,10,14,14,6.791044776,6.993762531,0,12,28,16,21.77363184,6.040506423,16,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,13.96,34.76333333,20.80333333,31.28638682,3.476946517,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.420398,37.46568154,152,4,0.696748363,0.620702235,0.566036363,0.544179176,0.528431821,0,2,2.982587065,10,6.791044776,0.091854221,0.136981606,0.459271107,0.311893065,4196897.423
19,500,1103.49,-162.76,0.87998,1.81,-0.226594,-0.226594,0,4.611885393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487562,0.012437811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485074627,0,30,82,52,66.23631841,15.29312393,52,69,90,21,85.38308458,4.616915423,90,65.38,207.2,141.82,165.337301,40.6130662,127.6,302.91,722.66,419.75,658.1612935,64.67044133,722.66,12,16,4,14.98258706,1.017412935,16,4,6,2,5.470149254,0.514034306,5,122,146,24,141.641791,4.228113166,138,1.65,2.33,0.68,2.206840796,0.11948281,2.1,2,0,2,0,2,0,4,4,2.982587065,1.017412935,4,10,10,0,10,0,10,14,14,6.791044776,6.993762531,0,12,28,16,21.77363184,6.040506423,16,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,13.96,34.76333333,20.80333333,31.28638682,3.476946517,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.420398,37.46568154,152,4,0.696748363,0.620702235,0.566036363,0.544179176,0.528431821,0,2,2.982587065,10,6.791044776,0.091854221,0.136981606,0.459271107,0.311893065,4196897.423
20,550,883.81,-176.06,1.012,1.56,-0.226594,-0.226594,0,4.611885393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487562,0.012437811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485074627,0,30,82,52,66.23631841,15.29312393,52,69,90,21,85.38308458,4.616915423,90,65.38,207.2,141.82,165.337301,40.6130662,127.6,302.91,722.66,419.75,658.1612935,64.67044133,722.66,12,16,4,14.98258706,1.017412935,16,4,6,2,5.470149254,0.514034306,5,122,146,24,141.641791,4.228113166,138,1.65,2.33,0.68,2.206840796,0.11948281,2.1,2,0,2,0,2,0,4,4,2.982587065,1.017412935,4,10,10,0,10,0,10,14,14,6.791044776,6.993762531,0,12,28,16,21.77363184,6.040506423,16,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,13.96,34.76333333,20.80333333,31.28638682,3.476946517,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.420398,37.46568154,152,4,0.696748363,0.620702235,0.566036363,0.544179176,0.528431821,0,2,2.982587065,10,6.791044776,0.091854221,0.136981606,0.459271107,0.311893065,4196897.423
21,600,678.79,-190.98,1.1675,1.42,-0.226594,-0.226594,0,4.611885393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487562,0.012437811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485074627,0,30,82,52,66.23631841,15.29312393,52,69,90,21,85.38308458,4.616915423,90,65.38,207.2,141.82,165.337301,40.6130662,127.6,302.91,722.66,419.75,658.1612935,64.67044133,722.66,12,16,4,14.98258706,1.017412935,16,4,6,2,5.470149254,0.514034306,5,122,146,24,141.641791,4.228113166,138,1.65,2.33,0.68,2.206840796,0.11948281,2.1,2,0,2,0,2,0,4,4,2.982587065,1.017412935,4,10,10,0,10,0,10,14,14,6.791044776,6.993762531,0,12,28,16,21.77363184,6.040506423,16,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,13.96,34.76333333,20.80333333,31.28638682,3.476946517,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.420398,37.46568154,152,4,0.696748363,0.620702235,0.566036363,0.544179176,0.528431821,0,2,2.982587065,10,6.791044776,0.091854221,0.136981606,0.459271107,0.311893065,4196897.423
22,650,572.61,-203.06,1.3203,1.34,-0.226594,-0.226594,0,4.611885393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487562,0.012437811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485074627,0,30,82,52,66.23631841,15.29312393,52,69,90,21,85.38308458,4.616915423,90,65.38,207.2,141.82,165.337301,40.6130662,127.6,302.91,722.66,419.75,658.1612935,64.67044133,722.66,12,16,4,14.98258706,1.017412935,16,4,6,2,5.470149254,0.514034306,5,122,146,24,141.641791,4.228113166,138,1.65,2.33,0.68,2.206840796,0.11948281,2.1,2,0,2,0,2,0,4,4,2.982587065,1.017412935,4,10,10,0,10,0,10,14,14,6.791044776,6.993762531,0,12,28,16,21.77363184,6.040506423,16,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,13.96,34.76333333,20.80333333,31.28638682,3.476946517,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.420398,37.46568154,152,4,0.696748363,0.620702235,0.566036363,0.544179176,0.528431821,0,2,2.982587065,10,6.791044776,0.091854221,0.136981606,0.459271107,0.311893065,4196897.423
23,750,382.23,-226.93,1.4783,1.17,-0.226594,-0.226594,0,4.611885393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487562,0.012437811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485074627,0,30,82,52,66.23631841,15.29312393,52,69,90,21,85.38308458,4.616915423,90,65.38,207.2,141.82,165.337301,40.6130662,127.6,302.91,722.66,419.75,658.1612935,64.67044133,722.66,12,16,4,14.98258706,1.017412935,16,4,6,2,5.470149254,0.514034306,5,122,146,24,141.641791,4.228113166,138,1.65,2.33,0.68,2.206840796,0.11948281,2.1,2,0,2,0,2,0,4,4,2.982587065,1.017412935,4,10,10,0,10,0,10,14,14,6.791044776,6.993762531,0,12,28,16,21.77363184,6.040506423,16,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,0,0,0,0,0,0,0,0,0,0,0,5,5,3.002487562,1.017425311,2,13.96,34.76333333,20.80333333,31.28638682,3.476946517,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.420398,37.46568154,152,4,0.696748363,0.620702235,0.566036363,0.544179176,0.528431821,0,2,2.982587065,10,6.791044776,0.091854221,0.136981606,0.459271107,0.311893065,4196897.423
24,300,2853.09,-91.15,0.24311,3.3,-0.226594,-0.226594,0,4.61298868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003722084,0.012406948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483870968,0,30,82,52,66.17369727,15.31577684,52,69,90,21,85.36848635,4.631513648,90,65.38,207.2,141.82,165.166464,40.67761546,127.6,302.91,722.66,419.75,658.2841439,64.63190464,722.66,12,16,4,14.98014888,1.019851117,16,4,6,2,5.467741935,0.51508845,5,122,146,24,141.6129032,4.245577523,138,1.65,2.33,0.68,2.20601737,0.119983191,2.1,2,0,2,0,2,0,4,4,2.980148883,1.019851117,4,10,10,0,10,0,10,14,14,6.774193548,6.992715921,0,12,28,16,21.75434243,6.044184743,16,0,0,0,0,0,0,5,5,2.99751861,1.019832645,2,0,0,0,0,0,0,0,0,0,0,0,5,5,2.99751861,1.019832645,2,13.96,34.76333333,20.80333333,31.26920389,3.494129446,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.3870968,37.42399744,152,4,0.695915871,0.619968096,0.565388924,0.543577848,0.527878368,0,2,2.980148883,10,6.774193548,0.091935668,0.136990989,0.459678339,0.311395004,4231228.097
25,350,2307.82,-102.26,0.3075,2.95,-0.226594,-0.226594,0,4.61298868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003722084,0.012406948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483870968,0,30,82,52,66.17369727,15.31577684,52,69,90,21,85.36848635,4.631513648,90,65.38,207.2,141.82,165.166464,40.67761546,127.6,302.91,722.66,419.75,658.2841439,64.63190464,722.66,12,16,4,14.98014888,1.019851117,16,4,6,2,5.467741935,0.51508845,5,122,146,24,141.6129032,4.245577523,138,1.65,2.33,0.68,2.20601737,0.119983191,2.1,2,0,2,0,2,0,4,4,2.980148883,1.019851117,4,10,10,0,10,0,10,14,14,6.774193548,6.992715921,0,12,28,16,21.75434243,6.044184743,16,0,0,0,0,0,0,5,5,2.99751861,1.019832645,2,0,0,0,0,0,0,0,0,0,0,0,5,5,2.99751861,1.019832645,2,13.96,34.76333333,20.80333333,31.26920389,3.494129446,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.3870968,37.42399744,152,4,0.695915871,0.619968096,0.565388924,0.543577848,0.527878368,0,2,2.980148883,10,6.774193548,0.091935668,0.136990989,0.459678339,0.311395004,4231228.097
26,400,1782.73,-122.93,0.43028,2.55,-0.226594,-0.226594,0,4.61298868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003722084,0.012406948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483870968,0,30,82,52,66.17369727,15.31577684,52,69,90,21,85.36848635,4.631513648,90,65.38,207.2,141.82,165.166464,40.67761546,127.6,302.91,722.66,419.75,658.2841439,64.63190464,722.66,12,16,4,14.98014888,1.019851117,16,4,6,2,5.467741935,0.51508845,5,122,146,24,141.6129032,4.245577523,138,1.65,2.33,0.68,2.20601737,0.119983191,2.1,2,0,2,0,2,0,4,4,2.980148883,1.019851117,4,10,10,0,10,0,10,14,14,6.774193548,6.992715921,0,12,28,16,21.75434243,6.044184743,16,0,0,0,0,0,0,5,5,2.99751861,1.019832645,2,0,0,0,0,0,0,0,0,0,0,0,5,5,2.99751861,1.019832645,2,13.96,34.76333333,20.80333333,31.26920389,3.494129446,34.76333333,0,0.464,0.464,0.232,0.232,0.464,0,0,0,0,0,64,225,161,186.3870968,37.42399744,152,4,0.695915871,0.619968096,0.565388924,0.543577848,0.527878368,0,2,2.980148883,10,6.774193548,0.091935668,0.136990989,0.459678339,0.311395004,4231228.097
